,danceability,energy,loudness,speechiness,instrumentalness,valence,tempo,acousticness,key,mode,time_signature
35,0.64,0.593,-6.068,0.0431,0.0,0.432,155.08,0.32,10,1,4
36,0.576,0.627,-4.649,0.0449,0.0,0.311,164.998,0.0385,3,0,4
37,0.795,0.576,-4.971,0.0289,1.01e-05,0.847,111.975,0.0787,6,1,4
38,0.546,0.733,-7.073,0.0299,1.11e-06,0.91,107.285,0.0399,2,1,4
39,0.624,0.876,-4.544,0.0479,0.0713,0.531,156.946,0.0315,0,0,4
40,0.74,0.415,-8.914,0.0707,0.000156,0.156,136.029,0.242,0,1,4
41,0.7,0.571,-7.713,0.0591,0.0,0.579,115.036,0.171,3,1,4
42,0.606,0.819,-4.804,0.049,0.0,0.744,75.006,0.00298,9,1,4
43,0.798,0.496,-5.825,0.106,1.21e-06,0.448,111.055,0.539,3,1,4
44,0.508,0.378,-7.158,0.0473,0.0,0.161,144.962,0.516,7,1,4
45,0.691,0.906,-4.458,0.171,0.0,0.657,119.978,0.072,0,1,4
46,0.588,0.908,-8.117,0.0431,0.000248,0.926,143.96,0.151,9,1,4
47,0.55,0.707,-6.228,0.0324,2.26e-06,0.491,136.309,0.329,1,0,4
48,0.631,0.503,-7.451,0.0371,0.0,0.514,127.926,0.404,5,0,4
49,0.473,0.655,-5.144,0.0373,1.12e-06,0.295,131.975,0.069,7,1,4
50,0.672,0.59,-5.179,0.0369,0.0,0.211,81.002,0.368,4,1,4
51,0.557,0.616,-5.615,0.0599,0.0,0.431,86.722,0.0116,2,1,4
52,0.816,0.902,-3.206,0.0485,6.64e-06,0.869,118.031,0.134,10,1,4
53,0.722,0.596,-5.072,0.185,9.2e-06,0.903,94.512,0.414,5,1,3
54,0.645,0.552,-7.623,0.033,2.33e-05,0.214,102.881,0.167,3,1,4
55,0.649,0.71,-4.767,0.0714,4.8e-06,0.327,92.911,0.726,5,1,4
56,0.628,0.524,-7.668,0.0347,0.00387,0.373,118.044,0.103,1,1,4
57,0.667,0.825,-5.415,0.0337,0.0,0.681,120.012,0.0489,0,0,4
58,0.768,0.896,-3.501,0.0969,0.0,0.829,109.959,0.0152,6,0,4
59,0.668,0.687,-7.129,0.058,0.000822,0.468,97.025,0.0157,7,0,4
60,0.602,0.736,-5.778,0.0338,4.57e-05,0.471,96.969,0.00196,5,1,4
61,0.717,0.495,-9.56,0.0413,0.00141,0.606,91.994,0.261,0,1,4
62,0.681,0.783,-4.997,0.18,0.0,0.323,106.901,0.0262,8,1,4
63,0.769,0.724,-5.12,0.0864,0.0,0.464,110.659,0.548,11,1,5
64,0.547,0.703,-6.287,0.0278,1.81e-06,0.385,75.009,0.0776,1,1,4
65,0.707,0.562,-6.202,0.0567,0.0,0.525,122.993,0.105,2,1,4
66,0.839,0.525,-4.873,0.131,0.0,0.831,135.996,0.0303,2,1,4
67,0.878,0.64,-5.641,0.0591,0.0,0.658,124.069,0.142,0,1,4
68,0.642,0.657,-5.246,0.0333,0.0,0.658,90.0,0.249,10,1,4
69,0.656,0.776,-5.089,0.0268,0.00224,0.314,115.016,0.0527,9,1,4
70,0.715,0.778,-6.546,0.0365,0.0,0.756,123.954,0.0152,6,0,4
71,0.675,0.523,-7.598,0.0444,3.17e-06,0.376,94.025,0.761,1,1,4
72,0.7,0.88,-4.692,0.0389,0.00186,0.872,105.65,0.29,9,1,4
