,danceability,energy,loudness,speechiness,instrumentalness,valence,tempo,acousticness,key,mode,time_signature,id
34,0.631,0.93,-3.377,0.0887,0,0.947,155.045,0.0496,0,1,4,1KNYCbS2hGara6pzGCa2Ui
35,0.667,0.75,-4.602,0.0906,0.000198,0.486,126.041,0.0746,0,1,4,72yP0DUlWPyH8P7IoxskwN
36,0.701,0.88,-4.56,0.0358,7.33e-06,0.623,124.039,0.182,10,0,4,4q05KbxYZ5JdkmrletgPjF
37,0.792,0.503,-8.044,0.0626,0.00057,0.381,99.97,0.0369,1,1,4,1rrqJ9QkOBYJlsZgqqwxgB
38,0.72,0.715,-4.652,0.04,0.0568,0.357,107.041,0.258,11,1,4,5LYMamLv12UPbemOaTPyeV
39,0.671,0.845,-4.93,0.048,0,0.775,110.056,0.0207,11,0,4,1vYXt7VSjH9JIM5oRRo7vA
40,0.836,0.743,-6.305,0.0656,0,0.722,108.966,0.0995,10,0,4,1PckUlxKqWQs3RlWXVBLw3
41,0.736,0.754,-5.457,0.0443,0.000599,0.648,128.046,0.033,4,1,4,3xY5aYJcdvZX9xQxNd02ku
42,0.636,0.888,-3.889,0.0945,0.000216,0.25,122.032,0.00162,8,1,4,4FWbsd91QSvgr1dSWwW51e
43,0.788,0.906,-5.863,0.0382,0.00283,0.811,128.004,0.0222,10,0,4,5SFCEkybGYmmzKqewtDEaN
44,0.574,0.852,-1.248,0.0397,0,0.501,123.038,0.0529,2,1,4,4zrKN5Sv8JS5mqnbVcsul7
45,0.612,0.862,-2.903,0.037,0,0.354,123.849,0.041,8,1,4,4laAKIq9ZxBCwf99rauPYb
46,0.595,0.784,-4.878,0.102,0,0.479,124.111,0.216,1,1,4,5K6Ssv4Z3zRvxt0P6EKUAP
47,0.621,0.66,-6.208,0.0366,0,0.407,119.937,0.00526,11,0,4,2doTn2LWTKN1Z0lZJG2WQw
48,0.748,0.841,-5.08,0.177,1.33e-06,0.717,123.045,0.00445,7,1,4,5pNFibJLq7dvoDVIIcQBkn
49,0.759,0.646,-7.603,0.12,0,0.445,111.043,0.231,1,1,4,37CoOXIsgF3NzbK1zHZetk
